X,Y,Z
0.161865,0.025146,0.979248
0.092529,-0.007812,1.062256
-0.434814,0.032471,1.008057
-0.066162,0.010986,0.980469
-0.048828,0.086914,0.963867
-0.086914,0.112305,1.026123
-0.064941,0.106445,0.905762
-0.04834,-0.236084,0.972656
-0.066406,0.012695,0.973877
-0.313721,-0.003174,0.934082
-0.248291,-0.043701,0.920166
0.003174,0.046631,1.240967
0.275879,0.030518,0.932617
-0.064941,-0.003174,0.978516
0.097412,0.009766,1.018799
0.116943,0.014404,0.892822
-0.103271,0.106689,1.165283
-0.286865,0.048584,1.170654
-0.275146,0.017822,0.824707
-0.06543,0.005615,0.970703
-0.064941,0.007324,0.969727
-0.066406,0.004883,0.976318
-0.062256,0.010498,0.961914
-0.061768,0.009766,0.979248
-0.0625,0.010254,0.977295
-0.080566,-0.04126,0.970459
-0.354248,0.047852,1.004883
-0.187012,-0.044678,0.902588
0.065186,-0.000977,0.898682
0.001221,0.049561,1.029785
0.19458,-0.000488,1.117432
-0.063477,0.003662,0.980713
0.088623,-0.013672,1.012451
0.144775,0.001953,0.961182
-0.0354,-0.030029,0.818359
-0.417236,0.025391,0.956299
-0.064697,0.033691,0.974365
-0.080566,0.223145,0.96167
0.057617,0.232178,1.01123
-0.059326,-0.01001,1.205322
-0.076416,-0.324707,0.837646
-0.30835,-0.015625,0.93457
-0.148193,-0.011475,0.90918
0.124268,0.072998,1.148926
0.207031,0.053711,1.024414
-0.026123,0.0271,1.000244
0.12915,0.034912,1.068115
0.022461,0.018799,0.994385
0.026611,-0.030029,0.851074
-0.394287,0.009766,1.172607
-0.174072,-0.016357,0.813477
-0.06665,0.009033,0.97876
-0.067139,0.009033,0.970947
